hour,Rhr,Rsum,Ihrrain,ET0,ET,WB,SWC,DELTA,F,f,Q,InF,PERC,Loss,PerLoss,wLostHr,wLostDay,iLostHr,iLostDay,Ihr
9,0.0,0.0,0.0,0.028,0.02408,0.0,0.7017399999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.2032,0.2032,0.0,0.027,0.02322,0.2032,0.8817199999999996,0.31790813648293964,3.532023129624882,2.170169527520422,0.0,0.2032,0.0,0.2032,Infinity,0.0,0.0,0.0,0.0,0.0
11,0.0,0.2032,0.0,0.028,0.02408,0.0,0.8576399999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0508,0.254,0.0,0.029,0.02494,0.0508,0.8834999999999996,0.2974488188976378,3.4429602114604765,2.126797787795068,0.0,0.0508,0.0,0.0508,Infinity,0.0,0.0,0.0,0.0,0.0
13,0.0,0.254,0.0,0.042,0.03612,0.0,0.8473799999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.254,0.0,0.035,0.030100000000000002,0.0,0.8172799999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.254,0.0,0.025,0.021500000000000002,0.0,0.7957799999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.254,0.0,0.018,0.015479999999999999,0.0,0.7802999999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.254,0.0,0.009,0.0077399999999999995,0.0,0.7725599999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.254,0.0,0.004,0.00344,0.0,0.7691199999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.254,0.0,0.002,0.00172,0.0,0.7673999999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.254,0.0,0.002,0.00172,0.0,0.7656799999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.254,0.0,0.001,8.6E-4,0.0,0.7648199999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.254,0.0,0.001,8.6E-4,0.0,0.7639599999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.254,0.508,0.0,0.001,8.6E-4,0.254,1.0170999999999994,0.309742782152231,3.4968227104488587,2.1530199075358794,0.0,0.254,0.0,0.254,Infinity,0.0,0.0,0.0,0.0,0.0
0,0.0254,0.5334,0.0,0.001,8.6E-4,0.0254,1.0416399999999995,0.2765223097112861,3.348721983088632,2.0809800226393835,0.0,0.0254,0.0,0.0254,Infinity,0.0,0.0,0.0,0.0,0.0
1,0.0508,0.5841999999999999,0.0,0.0,0.0,0.0508,1.0924399999999994,0.2733018372703413,3.3339154283457946,2.073788608136658,0.0,0.0508,0.0,0.0508,Infinity,0.0,0.0,0.0,0.0,0.0
2,0.0,0.5841999999999999,0.0,0.0,0.0,0.0,1.0924399999999994,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0254,0.6095999999999999,0.0,0.0,0.0,0.0254,1.1178399999999995,0.2666351706036746,3.302992830806662,2.0587765559322038,0.0,0.0254,0.0,0.0254,Infinity,0.0,0.0,0.0,0.0,0.0
4,0.0,0.6095999999999999,0.0,0.0,0.0,0.0,1.1178399999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.6095999999999999,0.0,0.0,0.0,0.0,1.1178399999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.6095999999999999,0.0,0.001,8.6E-4,0.0,1.1169799999999994,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.6095999999999999,0.0,0.005,0.0043,0.0,1.1126799999999994,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0508,0.6603999999999999,0.0,0.01,0.0086,0.0508,1.1548799999999995,0.263979002624672,3.2905680808193005,2.0527473234985147,0.0,0.0508,0.0,0.0508,Infinity,0.0,0.0,0.0,0.0,0.0
9,0.2286,0.8889999999999999,0.0,0.014,0.01204,0.2286,1.2192,0.25844094488188984,3.2644661073291403,2.0400861192798905,0.0,0.2286,0.16427999999999932,0.06432000000000068,Infinity,0.0,0.0,0.0,0.0,0.0
10,0.0254,0.7111999999999999,0.0,0.024,0.02064,0.0254,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.0254,0.02540000000000009,9.020562075079397E-17,Infinity,9.020562075079397E-17,0.0,0.0,0.0,0.0
11,0.762,1.4731999999999998,0.0,0.008,0.00688,0.762,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.762,0.762,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,4.3688,5.7912,0.0,0.002,0.00172,4.3688,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,2.3482537960223726,2.0205462039776276,2.020546203977628,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,2.0828,7.8740000000000006,0.0,0.001,8.6E-4,2.0828,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.062253796022372576,2.0205462039776276,2.020546203977628,4.440892098500626E-16,Infinity,4.440892098500626E-16,0.0,0.0,0.0,0.0
14,2.413,10.287,0.0,0.0,0.0,2.413,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.3924537960223722,2.0205462039776276,2.020546203977628,4.440892098500626E-16,Infinity,4.440892098500626E-16,0.0,0.0,0.0,0.0
15,1.2446,11.531600000000001,0.0,0.0,0.0,1.2446,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,1.2446,1.2446,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.5842,12.1158,0.0,0.0,0.0,0.5842,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.5842,0.5842,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.4572,12.573,0.0,0.0,0.0,0.4572,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.4572,0.45720000000000005,5.551115123125783E-17,Infinity,5.551115123125783E-17,0.0,0.0,0.0,0.0
18,0.3048,12.8778,0.0,0.0,0.0,0.3048,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.3048,0.30479999999999996,5.551115123125783E-17,Infinity,0.0,0.0,0.0,0.0,0.0
19,0.2032,13.081000000000001,0.0,0.0,0.0,0.2032,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.2032,0.20320000000000005,5.551115123125783E-17,Infinity,5.551115123125783E-17,0.0,0.0,0.0,0.0
20,0.3556,13.436600000000002,0.0,0.001,8.6E-4,0.3556,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.3556,0.35560000000000014,1.1102230246251565E-16,Infinity,1.1102230246251565E-16,0.0,0.0,0.0,0.0
21,0.381,13.817600000000002,0.0,0.001,8.6E-4,0.381,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.381,0.381,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.3556,14.173200000000003,0.0,0.002,0.00172,0.3556,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.3556,0.35560000000000014,1.1102230246251565E-16,Infinity,1.1102230246251565E-16,0.0,0.0,0.0,0.0
23,0.4572,14.376400000000006,0.0,0.002,0.00172,0.4572,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.4572,0.45720000000000005,5.551115123125783E-17,Infinity,5.551115123125783E-17,1.366962099069724E-15,0.0,0.0,0.0
0,0.0,14.351000000000004,0.0,0.002,0.00172,0.0,1.2174800000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0254,14.325600000000005,0.0,0.002,0.00172,0.0254,1.2192,0.25022572178477687,3.225241274181228,2.0210726265988472,0.0,0.0254,0.023680000000000145,0.0017199999999998536,Infinity,0.0,0.0,0.0,0.0,0.0
2,0.0254,14.351000000000004,0.0,0.002,0.00172,0.0254,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.0254,0.02540000000000009,9.020562075079397E-17,8.430431845868595E-17,9.020562075079397E-17,0.0,8.430431845868595E-17,0.0,1.07
3,0.0254,14.351000000000003,0.0,0.001,8.6E-4,0.0254,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.0254,0.02540000000000009,9.020562075079397E-17,Infinity,9.020562075079397E-17,0.0,0.0,0.0,0.0
4,0.0,14.351000000000003,0.0,0.002,0.00172,0.0,1.2174800000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0254,14.376400000000002,0.0,0.001,8.6E-4,0.0254,1.2192,0.25022572178477687,3.225241274181228,2.0210726265988472,0.0,0.0254,0.023680000000000145,0.0017199999999998536,Infinity,0.0,0.0,0.0,0.0,0.0
6,0.0254,14.401800000000001,0.0,0.001,8.6E-4,0.0254,1.2192,0.24999999999999997,3.224154789064222,2.0205462039776276,0.0,0.0254,0.02540000000000009,9.020562075079397E-17,Infinity,9.020562075079397E-17,0.0,0.0,0.0,0.0
7,0.0,14.401800000000001,0.0,0.006,0.00516,0.0,1.21404,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,14.351000000000003,0.0,0.017,0.014620000000000001,0.0,1.19942,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,14.122400000000003,0.0,0.033,0.028380000000000002,0.0,1.1710399999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,14.097000000000001,0.0,0.043,0.03698,0.0,1.1340599999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,13.335,0.0,0.027,0.02322,0.0,1.1108399999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,8.966199999999999,0.0,0.035,0.030100000000000002,0.0,1.0807399999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,6.883400000000002,0.0,0.028,0.02408,0.0,1.0566599999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.1016,4.572000000000002,0.0,0.013,0.011179999999999999,0.1016,1.1470799999999997,0.27133070866141734,3.324811072542528,2.0693677386561196,0.0,0.1016,0.0,0.1016,Infinity,0.0,0.0,0.0,0.0,0.0
15,0.0,3.3273999999999995,0.0,0.017,0.014620000000000001,0.0,1.1324599999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,2.7431999999999994,0.0,0.015,0.0129,0.0,1.1195599999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,2.285999999999999,0.0,0.005,0.0043,0.0,1.1152599999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,1.9812000000000003,0.0,0.001,8.6E-4,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,1.7780000000000005,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,1.4224000000000003,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,1.0413999999999999,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.6858,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.2286,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,2.706168622523819E-16,0.0,8.430431845868595E-17,0.0
0,0.0,0.2286,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.2032,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.17779999999999999,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.15239999999999998,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.15239999999999998,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.127,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.1016,0.0,0.0,0.0,0.0,1.1143999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.1016,0.0,0.008,0.00688,0.0,1.1075199999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.1016,0.0,0.021,0.01806,0.0,1.0894599999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.1016,0.0,0.035,0.030100000000000002,0.0,1.0593599999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.1016,0.0,0.038,0.03268,0.0,1.0266799999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.1016,0.0,0.046,0.03956,0.0,0.9871199999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.1016,0.0,0.052,0.044719999999999996,0.0,0.9423999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.1016,0.0,0.044,0.03784,0.0,0.9045599999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.045,0.0387,0.0,0.8658599999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.038,0.03268,0.0,0.8331799999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.025,0.021500000000000002,0.0,0.8116799999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.007,0.00602,0.0,0.8056599999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.001,8.6E-4,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.8047999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.008,0.00688,0.0,0.7979199999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.023,0.01978,0.0,0.7781399999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.035,0.030100000000000002,0.0,0.7480399999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.038,0.03268,0.0,0.7153599999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.058,0.04988,0.0,0.6654799999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.059,0.05073999999999999,0.0,0.6147399999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.049,0.042140000000000004,0.0,0.5725999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.045,0.0387,0.0,0.5338999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.042,0.03612,0.0,0.4977799999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.024,0.02064,0.0,0.4771399999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.009,0.0077399999999999995,0.0,0.4693999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.002,0.00172,0.0,0.4676799999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.001,8.6E-4,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.46681999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.008,0.00688,0.0,0.45993999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.022,0.01892,0.0,0.4410199999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.041,0.03526,0.0,0.40575999999999957,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.05,0.043000000000000003,0.0,0.3627599999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.052,0.044719999999999996,0.0,0.3180399999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.049,0.042140000000000004,0.0,0.2758999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.058,0.04988,0.0,0.22601999999999958,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.045,0.0387,0.0,0.1873199999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.043,0.03698,0.0,0.15033999999999959,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.031,0.02666,0.0,0.12367999999999958,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.008,0.00688,0.0,0.11679999999999958,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.003,0.00258,0.0,0.11421999999999959,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.002,0.00172,0.0,0.11249999999999959,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.11249999999999959,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.11249999999999959,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.11249999999999959,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.11249999999999959,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.11249999999999959,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.11249999999999959,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1.09,0.0,0.0,1.09,1.2024999999999997,0.395236220472441,3.845681940180286,2.3233808234919597,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09
3,0.0,0.0,0.0,0.0,0.0,0.0,1.2024999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,1.2024999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,1.2024999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,1.2024999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
